,Capacity dV CCCT,Charge time dV CCCT,Energy dV CCCT,Entropy dV CCCT Shannon,Frechet Distance CC curve,Hausdorff Distance CC curve,Lagged Cumulated Discharge Capacity,Lagged Cumulated Discharge Energy,Lagged Pseudo Resistace,Lagged cycle time,Mean DV CCCV,Slope CCCV-CCCT,Group,Discharge_Q
0,578.290451636383,0.0049537040758877,578.290451636383,8.66533591718513,0.8469211482088577,6.418936137401615,0.0,0.0,0.0,0.0,0.4826144056946782,18.22034950160049,8001.0,739.110921062178
1,569.006363763584,0.0049074020935222,569.006363763584,8.66533591718513,0.8469056461993312,6.413264859354576,739.110921062178,2315.6975658147426,0.0219122500000001,0.0823495080694556,0.4803025788112373,18.35105522222898,8001.0,730.1929494056869
2,564.407906012956,0.0048842520918697,564.407906012956,8.68999797141945,0.8468977940747758,6.429368555956581,1469.303870467865,4602.520601286918,0.0183037499999994,0.1636670960579067,0.4786506182861156,18.43782851847528,8001.0,725.746737596205
3,561.234474811869,0.0048611109377816,561.234474811869,8.640244936222325,0.8468898873989639,6.4380351890574765,2195.05060806407,6876.365214301923,0.0176017500000003,0.2444775099866092,0.4774853457250587,18.484285109628136,8001.0,722.843197323931
4,557.071180591865,0.0048495308728888,557.071180591865,8.64385618977475,0.8468858940895421,6.433684661139039,2917.893805388001,9141.80031843604,0.0187450000000022,0.3249566869344562,0.4762379926140567,18.6273079863159,8001.0,718.366895843014
5,553.5339326797721,0.0048148080240935,553.5339326797721,8.62570884306451,0.846873805343167,6.4092475196515695,3636.260701231015,11394.51466129538,0.0180439999999992,0.4049142989097163,0.476186340331052,18.69481100716838,8001.0,714.978700695509
6,550.424144206099,0.0047916600015014,550.424144206099,8.607330313749646,0.8468656493963941,6.3798300183544265,4351.239401926524,13637.314994834223,0.0175419999999992,0.4844966238597408,0.4764521360875665,18.809930925555594,8001.0,711.620405394135
7,546.539192825697,0.0047800920438021,546.539192825697,8.62570884306451,0.8468615440561081,6.393878808940466,5062.85980732066,15870.18330895759,0.0176422499999984,0.5637078010477126,0.4742748135277792,18.80512935665209,8001.0,709.5321170324
8,543.025480383199,0.0047569379676133,543.025480383199,8.622051819456425,0.8468532674928005,6.372300667930193,5772.391924353058,18097.3336467254,0.0190452500000004,0.6425995291210711,0.4748098168569918,18.896436204807628,8001.0,705.8480111354511
9,539.724552733534,0.0047569370362907,539.724552733534,8.622051819456425,0.8468532844287135,6.394841385454142,6478.239935488509,20313.897029751453,0.018243,0.7210562702966854,0.4717890780946101,18.938528034466582,8001.0,702.5449768529221
10,536.838612057624,0.0047569380840286,536.838612057624,8.636624620543671,0.8468532671582655,6.385650157775802,7180.784912341432,22520.83598406563,0.0181430000000015,0.7991389703238383,0.4734910793654632,18.938486555014173,8001.0,699.415647752736
11,533.748443022376,0.0047454070299863,533.748443022376,8.614709844115247,0.8468491323930036,6.405947460377281,7880.200560094167,24718.57252004884,0.0185447500000002,0.8768688294803724,0.4705781584151249,18.95065408581979,8001.0,696.283591215166
12,531.07389369696,0.004745406913571,531.07389369696,8.611024797307406,0.8468491323930036,6.390631072234139,8576.484151309334,26907.28273963917,0.0187450000000022,0.9542422036174684,0.4710493657274632,19.00970414392113,8001.0,693.267285432255
13,527.9844634306639,0.0047454067971557,527.9844634306639,8.5999128421871,0.8468491323930036,6.409312280809449,9269.75143674159,29087.079490493958,0.0188450000000006,1.031270656734705,0.4692257399836453,18.9759222132097,8001.0,690.368794359355
14,525.312263764208,0.0047454279847443,525.312263764208,8.622051819456425,0.846849140376623,6.410390576852842,9960.120231100944,31258.3600959506,0.0185447500000002,1.1079570214496923,0.4689193361353933,18.958995647050983,8001.0,687.619240684899
15,520.233585242177,0.0047800929751247,520.233585242177,8.62570884306451,0.8468615614915534,6.453914406050393,10647.739471785842,33421.47601735809,0.0195472500000004,1.1843266444047913,0.4666806908670481,18.85538006941968,8001.0,681.826315458059
16,514.248124135532,0.0048148150090128,514.248124135532,8.62935662007968,0.8468737908108059,6.484002498915263,11329.5657872439,35568.13553839913,0.0195615000000004,1.2600402883253992,0.4656233714099769,18.71137975859429,8001.0,675.887127031664
17,511.40992262367104,0.0048495369264855,511.40992262367104,8.632995197142984,0.8468858961820505,6.504196533709461,12005.452914275564,37697.00320039046,0.0212662500000004,1.3350523213157428,0.4646782386130819,18.65203221837893,8001.0,672.743285643124
18,508.326029046163,0.0048611110541969,508.326029046163,8.661778097771945,0.8468898873589141,6.533249882012409,12678.19619991869,39816.79954975468,0.0218217500000017,1.4097092401934788,0.4634699705410884,18.5172037476132,8001.0,669.731798317851
19,505.624828912832,0.0048495309893041,505.624828912832,8.654636028527971,0.8468858940895421,6.519775273467156,13347.92799823654,41927.48670903804,0.0214699999999989,1.484020840958692,0.4637641708295695,18.52823586178021,8001.0,667.418482944204
20,502.989062866038,0.0049074069829657,502.989062866038,8.66533591718513,0.8469056646312151,6.553797614783336,14015.346481180744,44030.40550983816,0.0200669999999991,1.5580318639986217,0.462869459261469,18.408080446467928,8001.0,663.9526202195469
21,500.279864941206,0.0049189750570803,500.279864941206,8.654636028527971,0.846909543992874,6.5631542406312535,14679.299101400293,46124.03783324539,0.0227002500000006,1.6316749368561432,0.4636520975162289,18.405576892449943,8001.0,661.439608635498
22,497.444772061954,0.0049421300645917,497.444772061954,8.65105169117888,0.8469172879413552,6.59508366025759,15340.738710035786,48209.07562823941,0.0212972500000008,1.7049929028144106,0.4612678153732971,18.222384425299307,8001.0,658.2324497447098
23,495.149153157766,0.0049189758719876,495.149153157766,8.658211482751758,0.8469095609693507,6.563896818035254,15998.971159780496,50285.641900516406,0.0231819999999993,1.7779796239919958,0.4640434309028053,18.267312978369123,8001.0,656.3019662937011
24,492.305293768426,0.0049884261097759,492.305293768426,8.668884984266237,0.8469324412442272,6.608817822581027,16655.273126074197,52355.11917847767,0.0219790000000008,1.850701950956136,0.4620027213621894,18.053619983186323,8001.0,652.781045274255
25,490.012846052372,0.0049536968581378,490.012846052372,8.686500527183187,0.8469211624032472,6.562458608495581,17308.054171348453,54416.06471447912,0.0241737500000005,1.923056450788863,0.4628969351079362,18.2445434261532,8001.0,651.274269703515
26,487.547020540375,0.0049652700545266,487.547020540375,8.686500527183187,0.8469249549495533,6.589719097846446,17959.328441051966,56470.46633647353,0.0220685000000009,1.9951909177470952,0.4620052978469103,18.16183083185636,8001.0,648.850102518836
27,484.484538039056,0.0050694450037553,484.484538039056,8.72792045456325,0.8469586396493286,6.658933890201705,18608.1785435708,58517.19571990403,0.0227707500000007,2.0670413257321343,0.4616472218802671,17.789502814930177,8001.0,645.021839758521
28,483.0215596386409,0.0049884200561791,483.0215596386409,8.658211482751758,0.8469325871590947,6.593035988537191,19253.20038332932,60555.10672926848,0.0243752500000016,2.138494655722752,0.4619915710916532,18.037681821771432,8001.0,644.1689847636139
29,480.772780941945,0.0049999929033219,480.772780941945,8.686500527183187,0.8469363598097366,6.597698871564299,19897.36936809293,62588.629735194285,0.0228707500000013,2.209804968908429,0.4640226187743369,17.996008341609603,8001.0,642.0891597582701
30,478.323069550259,0.0050925930263474,478.323069550259,8.72792045456325,0.8469658986665659,6.6568370709975975,20539.45852785121,64614.9433680241,0.0236730000000018,2.2808603700250387,0.4633654648496453,17.708785651680056,8001.0,638.772923312897
31,476.2600461416149,0.0050231420900672,476.2600461416149,8.686500527183187,0.8469438215411057,6.599489446158295,21178.231451164094,66633.65950201127,0.0250762500000001,2.3515773902181536,0.46306101013879,17.976961993048782,8001.0,637.819244160997
32,473.2167896758541,0.0051157410489395,473.2167896758541,8.74483383749958,0.8469731402049756,6.687084023709973,21816.0506953251,68646.57929963383,0.0242737500000012,2.4221327531849965,0.4630811933686538,17.58195097975266,8001.0,632.203017973368
33,471.541657355086,0.0050694379024207,471.541657355086,8.68999797141945,0.8469586213049964,6.630924685184821,22448.25371329846,70645.61446696465,0.027225500000001,2.4921466754749417,0.4640481212922222,17.75004653898761,8001.0,631.744498202454
34,466.611146234463,0.0051388818537816,466.611146234463,8.710806433699338,0.8469803145621287,6.6936514345103335,23079.99821150092,72642.05655392921,0.0233155000000007,2.5620443294756114,0.4644925825887283,17.52629327669016,8001.0,629.520283406433
35,466.4125083978929,0.0051736111054196,466.4125083978929,8.74483383749958,0.8469909060717091,6.687543839061624,23709.518494907352,74632.09756419229,0.0234155000000013,2.631561809335836,0.4642951075966718,17.46306062266898,8001.0,625.490816832431
36,465.153343772008,0.0050925859250128,465.153343772008,8.703903573444629,0.8469659286720521,6.637937329391862,24335.009311739785,76612.70072244269,0.0268237500000001,2.7007903392659505,0.4645662795110364,17.669567385894414,8001.0,625.2583088284471
37,463.089249937505,0.0050925849936902,463.089249937505,8.734709620225807,0.8469658961843478,6.633945595507371,24960.26762056824,78590.06002007666,0.02391625,2.7699364022118966,0.4643965361449892,17.693100440646475,8001.0,623.5531647570599
